GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,GGAS,GSOLV,TOTAL
649,2193.73,5146.86,6142.94,620.33,344.64,-335.5,-4433.93,-36592.56,1750.02,18385.03,-8602.41,254.52,-6778.45,-8347.89,-15126.34
650,2103.77,5109.09,6137.58,625.79,311.53,-288.55,-4421.71,-36580.54,1762.63,18529.27,-8673.76,252.14,-6711.14,-8421.63,-15132.77
651,2158.23,5076.75,6139.11,621.37,346.57,-311.55,-4436.07,-36532.23,1778.35,18589.12,-8720.04,252.59,-6570.36,-8467.45,-15037.81
652,2135.27,4986.74,6174.37,611.92,344.0,-329.3,-4400.8,-36700.45,1794.57,18618.18,-8639.64,252.24,-6765.48,-8387.4,-15152.88
653,2098.81,5058.17,6120.26,584.13,324.27,-314.75,-4359.85,-36964.62,1785.73,18730.75,-8505.99,252.32,-6937.11,-8253.67,-15190.78
654,2126.49,5068.41,6151.31,605.25,322.85,-307.82,-4438.0,-36733.69,1777.53,18580.6,-8651.06,252.07,-6847.07,-8398.99,-15246.06
655,2176.53,5061.2,6193.81,629.87,338.69,-298.5,-4407.23,-36890.2,1819.74,18613.37,-8525.98,248.54,-6762.72,-8277.44,-15040.16
656,2150.39,5054.2,6110.23,598.78,339.7,-326.84,-4430.99,-36847.77,1764.94,18639.89,-8544.97,250.98,-6947.47,-8293.99,-15241.46
657,2135.87,4925.79,6175.57,605.43,346.98,-323.05,-4432.25,-36875.46,1771.52,18614.5,-8509.05,247.84,-7055.1,-8261.21,-15316.31
658,2116.18,5031.1,6145.18,617.31,330.97,-309.46,-4474.88,-36905.95,1792.05,18664.97,-8462.56,244.26,-6992.54,-8218.31,-15210.85
659,2084.93,5049.57,6112.52,590.95,366.8,-271.0,-4468.95,-36920.17,1815.6,18647.73,-8493.91,248.65,-6992.03,-8245.26,-15237.29
660,2150.2,5006.24,6148.65,605.94,334.57,-315.8,-4432.43,-36961.85,1796.99,18605.13,-8445.09,247.94,-7062.37,-8197.15,-15259.51
661,2143.88,5072.5,6127.63,622.33,328.34,-329.94,-4414.02,-36881.42,1789.44,18539.44,-8429.29,250.52,-7001.82,-8178.77,-15180.59
662,2159.15,5116.63,6164.36,630.59,343.24,-326.39,-4436.27,-36924.67,1779.52,18594.19,-8482.84,248.72,-6899.65,-8234.12,-15133.77
663,2109.18,5043.97,6184.61,620.01,325.14,-338.17,-4452.45,-36894.72,1790.94,18593.09,-8483.52,250.52,-7018.41,-8233.0,-15251.41
664,2133.93,5102.52,6192.43,598.55,334.38,-293.03,-4455.04,-36737.18,1789.82,18489.7,-8549.59,250.69,-6843.93,-8298.9,-15142.84
665,2100.93,5027.72,6150.93,608.76,340.04,-310.3,-4464.72,-36574.66,1780.48,18533.78,-8673.66,249.34,-6807.02,-8424.32,-15231.34
666,2153.87,5016.8,6197.49,612.31,340.33,-326.91,-4496.05,-36737.45,1816.69,18541.66,-8581.38,244.26,-6881.26,-8337.12,-15218.39
667,2132.56,4996.61,6158.24,613.44,316.81,-308.43,-4479.52,-36819.27,1788.13,18548.63,-8538.93,246.57,-7052.8,-8292.36,-15345.16
668,2093.95,5104.15,6130.42,608.97,353.56,-322.07,-4395.97,-36860.96,1789.88,18580.82,-8546.67,247.91,-6917.26,-8298.76,-15216.02
669,2145.23,5072.56,6113.31,594.82,331.34,-332.97,-4472.04,-36708.47,1781.07,18546.68,-8658.22,248.19,-6928.46,-8410.02,-15338.49
670,2176.4,5014.18,6162.12,618.97,339.48,-316.73,-4515.59,-36802.96,1809.42,18505.14,-8496.97,241.75,-7009.57,-8255.22,-15264.8
671,2207.36,5036.86,6214.04,609.78,349.82,-317.94,-4468.47,-36976.06,1760.51,18505.12,-8384.67,241.43,-7078.98,-8143.24,-15222.22
672,2128.54,4987.45,6186.31,605.27,346.15,-320.92,-4478.93,-36890.27,1762.38,18628.15,-8576.54,243.03,-7045.86,-8333.5,-15379.36
673,2108.07,5012.74,6172.56,617.21,348.02,-319.8,-4449.47,-36941.65,1815.36,18766.89,-8563.94,245.76,-6870.07,-8318.18,-15188.25
674,2149.07,5049.51,6129.68,611.96,323.18,-321.43,-4411.93,-36935.78,1771.32,18620.29,-8505.98,246.3,-7014.13,-8259.67,-15273.8
675,2128.83,5110.82,6151.46,633.78,321.55,-307.55,-4497.0,-36575.19,1801.93,18547.3,-8771.26,250.08,-6684.06,-8521.18,-15205.24
676,2071.76,5017.18,6143.16,604.9,331.54,-319.91,-4467.15,-36603.12,1793.61,18574.51,-8823.22,245.82,-6853.51,-8577.4,-15430.92
677,2128.5,5088.2,6169.57,602.59,343.02,-325.41,-4482.6,-36483.38,1772.54,18494.71,-8771.74,247.39,-6692.28,-8524.35,-15216.63
678,2177.47,4988.32,6150.13,596.46,358.74,-297.5,-4457.0,-36763.84,1788.43,18462.53,-8593.07,245.58,-6996.28,-8347.49,-15343.77
679,2060.43,4952.37,6213.83,593.83,338.87,-330.49,-4410.85,-36900.89,1837.29,18679.2,-8527.32,246.94,-6966.4,-8280.38,-15246.78
680,2097.6,5094.65,6160.29,597.6,341.92,-340.7,-4490.02,-36564.95,1784.17,18571.07,-8736.53,247.29,-6748.38,-8489.24,-15237.62
681,2220.42,5137.23,6113.4,626.61,339.79,-289.86,-4411.97,-36881.83,1774.43,18592.99,-8538.15,249.96,-6778.8,-8288.19,-15066.99
682,2144.9,5117.02,6153.99,607.01,330.46,-308.48,-4468.28,-37007.52,1771.65,18578.02,-8422.01,242.41,-7081.23,-8179.6,-15260.83
683,2146.12,5105.24,6162.55,617.62,335.14,-312.93,-4438.49,-37052.17,1770.04,18724.34,-8461.31,243.06,-6942.54,-8218.24,-15160.78
684,2227.98,5003.73,6230.46,601.37,344.48,-323.38,-4438.08,-36842.3,1778.07,18506.85,-8560.67,244.49,-6910.82,-8316.18,-15227.0
685,2215.92,5031.66,6113.36,624.8,326.62,-287.31,-4472.42,-36847.83,1800.47,18588.2,-8596.59,240.44,-6906.52,-8356.15,-15262.67
686,2127.61,5075.49,6128.02,616.21,334.37,-299.15,-4451.98,-36863.31,1801.83,18595.38,-8557.85,247.89,-6935.53,-8309.96,-15245.5
687,2040.86,5032.06,6154.39,608.61,337.44,-268.5,-4482.97,-36848.38,1814.27,18726.21,-8606.43,243.75,-6886.01,-8362.67,-15248.69
688,2225.51,4972.57,6180.62,620.7,314.45,-342.06,-4430.21,-36962.69,1810.32,18628.61,-8470.82,244.41,-6982.18,-8226.42,-15208.59
689,2139.0,4954.61,6168.2,598.71,332.88,-284.82,-4504.37,-36920.06,1813.41,18633.73,-8526.91,242.08,-7068.72,-8284.83,-15353.55
690,2113.69,5043.12,6158.5,613.5,308.92,-303.34,-4412.48,-36893.87,1767.8,18619.16,-8561.21,245.29,-6984.99,-8315.92,-15300.92
691,2145.4,5099.54,6147.52,609.56,356.16,-290.63,-4427.13,-37000.11,1764.2,18643.2,-8559.55,246.31,-6952.28,-8313.23,-15265.51
692,2091.72,5101.92,6170.66,603.42,327.08,-285.57,-4438.24,-37089.09,1777.62,18576.02,-8399.9,242.79,-7164.47,-8157.11,-15321.58
693,2129.8,5128.26,6179.98,622.74,320.88,-326.01,-4402.31,-36690.12,1793.94,18434.51,-8647.32,248.7,-6808.33,-8398.61,-15206.94
694,2132.01,5028.59,6116.93,618.68,318.29,-303.55,-4480.26,-37024.8,1787.03,18686.21,-8462.24,246.02,-7120.87,-8216.22,-15337.09
695,2124.09,5038.43,6140.63,586.72,356.01,-314.72,-4478.46,-36729.16,1751.97,18598.8,-8605.93,247.08,-6925.7,-8358.85,-15284.56
696,2157.01,4983.27,6147.49,636.94,335.36,-342.56,-4520.99,-36538.36,1777.99,18647.74,-8804.48,250.44,-6716.11,-8554.03,-15270.14
697,2122.46,5158.06,6124.94,612.1,323.48,-315.28,-4466.85,-36786.56,1786.34,18648.56,-8680.3,245.32,-6792.75,-8434.98,-15227.74
698,2176.94,5033.67,6162.52,613.62,327.2,-313.51,-4413.22,-36799.93,1737.53,18577.58,-8651.33,245.55,-6897.6,-8405.78,-15303.38
699,2134.02,4931.44,6208.34,592.1,339.88,-310.76,-4465.61,-36680.22,1820.31,18587.11,-8653.03,245.54,-6843.39,-8407.49,-15250.88
700,2138.5,5026.41,6131.52,590.38,349.2,-295.87,-4466.17,-36922.65,1780.76,18699.76,-8471.18,245.61,-6968.17,-8225.57,-15193.74
701,2111.48,5091.46,6188.55,618.34,335.06,-341.26,-4402.88,-36813.68,1759.37,18562.51,-8563.59,250.44,-6891.06,-8313.16,-15204.22
702,2176.47,5028.14,6170.98,610.67,353.08,-308.27,-4534.18,-36853.41,1769.73,18586.4,-8492.41,239.7,-7000.39,-8252.71,-15253.1
703,2159.91,4941.7,6174.37,600.4,329.25,-311.4,-4470.6,-36962.04,1763.18,18480.68,-8378.2,245.37,-7294.54,-8132.83,-15427.37
704,2175.89,4997.14,6150.92,606.06,347.2,-305.08,-4448.38,-36935.7,1775.91,18578.38,-8474.12,242.44,-7057.65,-8231.68,-15289.33
705,2172.07,4994.37,6182.64,613.0,333.94,-305.68,-4431.97,-36969.81,1778.42,18658.18,-8455.57,244.69,-6974.84,-8210.88,-15185.73
706,2132.85,5004.33,6156.86,603.18,325.87,-308.63,-4481.18,-36583.07,1752.32,18590.72,-8672.77,242.98,-6806.76,-8429.79,-15236.55
707,2152.85,5024.78,6134.62,583.22,329.23,-322.19,-4462.51,-36576.03,1774.6,18533.49,-8697.28,243.22,-6827.95,-8454.06,-15282.01
708,2129.21,4947.6,6178.05,603.82,368.81,-302.49,-4472.61,-36747.19,1763.26,18600.42,-8660.35,246.91,-6931.12,-8413.44,-15344.56
709,2195.51,5083.18,6197.19,624.98,342.59,-323.82,-4497.64,-36770.41,1764.2,18552.68,-8591.11,244.36,-6831.53,-8346.74,-15178.28
710,2064.45,4973.46,6200.34,591.86,347.56,-316.18,-4453.18,-36714.51,1798.56,18651.23,-8648.99,246.64,-6856.42,-8402.35,-15258.77
711,2187.02,5008.28,6120.93,630.83,352.08,-330.69,-4482.63,-36907.62,1763.68,18671.34,-8493.73,244.72,-6986.77,-8249.01,-15235.78
712,2126.89,5089.17,6132.14,604.01,322.19,-320.3,-4441.2,-36915.4,1816.71,18645.72,-8495.07,245.46,-6940.07,-8249.61,-15189.67
713,2168.13,5131.24,6171.17,625.7,315.47,-331.7,-4400.23,-36932.48,1769.9,18480.38,-8418.44,246.74,-7002.4,-8171.7,-15174.1
714,2148.22,4977.39,6139.1,597.1,336.07,-306.07,-4436.32,-36799.21,1786.07,18590.06,-8605.48,250.43,-6967.6,-8355.04,-15322.64
715,2125.08,5070.19,6112.54,607.15,347.5,-306.41,-4459.44,-36774.9,1762.31,18574.15,-8632.19,249.53,-6941.83,-8382.65,-15324.49
716,2154.46,5036.71,6170.63,597.97,353.85,-295.36,-4485.93,-36780.56,1784.21,18590.45,-8578.25,245.22,-6873.57,-8333.03,-15206.6
717,2198.07,5059.58,6166.21,599.53,347.97,-330.45,-4440.16,-36745.57,1776.18,18571.78,-8592.41,249.16,-6796.87,-8343.25,-15140.12
718,2126.06,5097.06,6140.79,597.61,336.62,-320.67,-4423.62,-36787.87,1761.11,18568.71,-8642.74,251.04,-6904.2,-8391.7,-15295.9
719,2084.26,5105.85,6191.73,618.72,344.06,-313.4,-4420.94,-36989.29,1780.05,18747.89,-8485.96,249.4,-6851.07,-8236.56,-15087.63
720,2108.76,5035.23,6200.92,611.73,336.06,-317.65,-4436.72,-37101.34,1785.43,18717.47,-8408.9,245.54,-7060.11,-8163.37,-15223.48
721,2145.62,5111.53,6127.83,632.31,345.94,-308.49,-4405.08,-36969.03,1790.39,18564.64,-8429.25,250.31,-6964.34,-8178.94,-15143.28
722,2110.16,5141.7,6198.86,620.47,339.06,-294.1,-4442.2,-36695.61,1795.91,18430.39,-8622.09,253.05,-6795.36,-8369.04,-15164.4
723,2152.69,4953.79,6145.58,606.88,315.58,-292.94,-4416.38,-36966.16,1741.68,18550.87,-8435.9,251.41,-7208.41,-8184.49,-15392.9
724,2059.71,5078.21,6190.1,591.85,309.83,-328.92,-4428.47,-36842.87,1761.4,18537.06,-8491.78,248.28,-7072.09,-8243.5,-15315.59
725,2136.91,5215.68,6162.34,619.18,343.63,-338.47,-4459.2,-36819.97,1784.54,18361.25,-8459.4,247.99,-6994.1,-8211.41,-15205.51
726,2148.01,5051.76,6182.03,606.68,314.7,-310.91,-4381.85,-36721.91,1780.54,18479.83,-8631.73,251.85,-6851.11,-8379.88,-15230.99
727,2150.18,4998.4,6184.35,627.03,340.27,-315.03,-4416.43,-36613.8,1767.54,18506.05,-8674.52,250.75,-6771.45,-8423.77,-15195.22
728,2171.66,5167.48,6136.95,615.12,328.24,-340.6,-4447.89,-36538.42,1743.09,18346.18,-8675.35,250.74,-6818.16,-8424.6,-15242.76
729,2134.68,5032.0,6202.01,612.98,347.28,-313.44,-4451.53,-36896.95,1767.21,18568.43,-8506.08,249.81,-6997.32,-8256.27,-15253.59
730,2138.77,5036.07,6216.18,602.54,334.2,-350.87,-4449.82,-36939.1,1804.31,18611.04,-8440.46,251.12,-6996.68,-8189.34,-15186.03
731,2126.35,4963.95,6152.14,596.48,328.62,-323.48,-4445.71,-36864.17,1810.41,18688.26,-8567.32,251.37,-6967.13,-8315.96,-15283.09
732,2151.62,5013.97,6179.07,626.0,333.79,-325.29,-4471.78,-36591.81,1756.96,18475.59,-8634.76,246.51,-6851.88,-8388.24,-15240.12
733,2163.14,5078.43,6192.19,601.77,345.23,-329.44,-4445.75,-36835.86,1800.34,18587.5,-8526.27,247.36,-6842.44,-8278.91,-15121.35
734,2165.71,5077.44,6205.68,614.75,352.19,-329.4,-4407.74,-36863.8,1784.78,18490.66,-8434.06,246.13,-6909.73,-8187.93,-15097.66
735,2102.54,5071.12,6094.01,610.33,333.24,-333.08,-4469.53,-37070.57,1795.14,18622.73,-8292.91,245.55,-7244.07,-8047.36,-15291.43
736,2113.43,5087.74,6162.92,619.34,341.54,-333.55,-4492.78,-36822.11,1777.02,18493.5,-8439.05,246.68,-7052.95,-8192.37,-15245.33
737,2196.58,5097.77,6183.54,634.44,333.72,-296.63,-4492.9,-36925.15,1738.81,18490.01,-8387.65,244.47,-7039.79,-8143.18,-15182.98
738,2153.07,5140.32,6166.43,606.63,338.94,-324.7,-4459.4,-37237.97,1762.34,18608.05,-8214.3,242.28,-7246.28,-7972.02,-15218.3
739,2147.46,5158.42,6183.23,631.08,341.8,-325.11,-4473.56,-36902.36,1758.42,18493.72,-8410.56,245.61,-6986.9,-8164.96,-15151.86
740,2081.77,5076.38,6151.68,632.74,323.89,-305.64,-4442.42,-37119.16,1784.03,18601.44,-8259.22,247.88,-7215.29,-8011.35,-15226.64
741,2163.44,5119.21,6153.37,623.79,334.16,-296.44,-4462.25,-36855.85,1747.04,18593.34,-8553.22,248.55,-6880.19,-8304.67,-15184.86
742,2166.62,5013.97,6182.85,613.5,340.53,-320.62,-4462.08,-37063.06,1787.86,18539.07,-8328.92,245.22,-7201.36,-8083.71,-15285.07
743,2091.72,5085.46,6134.15,613.45,335.6,-292.8,-4460.84,-36968.94,1792.74,18613.95,-8481.24,251.17,-7055.52,-8230.08,-15285.59
744,2186.31,5113.1,6170.64,627.35,346.07,-307.65,-4455.14,-36725.08,1761.0,18513.93,-8586.32,245.88,-6769.46,-8340.44,-15109.89
745,2112.7,5039.89,6205.57,593.75,319.99,-324.7,-4451.62,-37003.25,1801.55,18564.56,-8448.95,243.57,-7141.56,-8205.38,-15346.93
746,2113.51,5058.97,6176.32,623.23,337.87,-315.07,-4469.32,-36844.62,1827.34,18664.88,-8556.31,243.13,-6826.9,-8313.17,-15140.08
747,2166.02,5013.02,6220.33,614.27,346.03,-321.46,-4483.23,-36760.49,1770.87,18420.97,-8486.05,242.23,-7013.66,-8243.81,-15257.47
748,2166.56,5055.47,6187.67,603.83,334.65,-339.5,-4499.42,-37043.51,1791.25,18549.24,-8304.92,244.64,-7193.75,-8060.28,-15254.03
749,2169.64,4995.41,6164.78,607.32,330.01,-324.88,-4467.66,-37094.15,1774.61,18596.95,-8307.63,240.66,-7247.97,-8066.97,-15314.95
750,2165.38,4926.66,6173.59,592.72,332.43,-304.47,-4444.55,-36964.8,1756.32,18624.66,-8412.46,243.88,-7142.06,-8168.58,-15310.64
751,2106.94,5050.89,6178.64,618.46,346.8,-290.61,-4468.97,-36975.39,1793.29,18601.75,-8442.57,242.29,-7038.2,-8200.28,-15238.48
752,2168.27,5068.19,6151.85,607.83,322.33,-312.59,-4446.66,-36857.02,1779.3,18462.71,-8445.09,246.83,-7055.79,-8198.27,-15254.06
753,2115.85,5054.19,6168.36,599.12,332.06,-326.83,-4457.81,-37153.58,1784.36,18673.34,-8319.24,245.42,-7210.95,-8073.82,-15284.77
754,2194.43,4961.43,6158.37,606.37,322.11,-327.47,-4472.09,-36915.59,1762.31,18461.16,-8294.89,246.72,-7248.97,-8048.17,-15297.14
755,2172.87,5036.75,6208.51,617.95,346.5,-325.44,-4458.09,-36882.61,1764.06,18584.08,-8458.74,246.22,-6935.43,-8212.52,-15147.95
756,2131.18,5089.46,6150.63,620.38,329.78,-312.92,-4401.05,-36958.86,1774.0,18612.11,-8467.54,248.93,-6965.28,-8218.61,-15183.89
757,2154.79,5012.59,6163.91,614.33,323.41,-323.03,-4494.85,-36928.32,1794.52,18630.67,-8420.71,244.9,-7051.97,-8175.81,-15227.79
758,2140.25,4954.23,6173.69,599.98,343.44,-295.54,-4414.46,-37127.08,1793.18,18729.74,-8376.02,246.9,-7102.55,-8129.12,-15231.67
759,2141.43,5055.22,6207.21,613.41,345.19,-326.6,-4427.42,-36969.71,1769.15,18479.4,-8404.44,250.66,-7112.71,-8153.78,-15266.49
760,2109.79,5083.36,6145.79,611.24,328.38,-269.06,-4400.19,-37033.99,1750.32,18507.27,-8331.35,247.16,-7167.1,-8084.19,-15251.29
761,2111.23,4952.66,6188.45,602.02,351.9,-315.88,-4536.05,-36848.33,1808.09,18571.92,-8425.99,245.7,-7113.99,-8180.29,-15294.28
762,2147.57,4954.78,6200.82,613.64,338.97,-302.6,-4487.98,-36856.07,1761.68,18572.29,-8430.26,246.85,-7056.9,-8183.41,-15240.31
763,2171.03,4950.88,6193.45,599.74,342.75,-346.66,-4483.6,-36827.57,1772.56,18592.89,-8486.46,247.73,-7034.52,-8238.73,-15273.25
764,2185.84,5077.26,6147.32,628.67,335.91,-314.28,-4423.18,-36921.03,1750.87,18585.15,-8480.43,246.55,-6947.47,-8233.88,-15181.35
765,2195.69,5082.71,6170.44,641.12,329.58,-332.01,-4431.55,-36831.85,1769.29,18478.72,-8520.41,251.89,-6927.86,-8268.52,-15196.38
766,2151.31,5012.46,6180.56,605.31,355.94,-339.6,-4376.21,-36833.06,1768.87,18443.24,-8475.3,248.34,-7031.19,-8226.96,-15258.15
767,2160.61,5054.34,6209.72,616.85,342.49,-339.61,-4461.75,-36706.9,1754.73,18518.32,-8584.88,246.54,-6851.2,-8338.34,-15189.54
768,2104.44,5023.46,6214.74,588.49,321.35,-326.78,-4417.85,-36656.26,1780.86,18417.2,-8588.98,250.22,-6950.35,-8338.75,-15289.1
769,2169.85,5073.13,6221.51,616.23,330.96,-330.65,-4439.47,-36717.36,1752.44,18421.3,-8559.07,252.53,-6902.07,-8306.54,-15208.61
770,2134.8,5106.13,6115.21,621.18,329.12,-334.1,-4462.74,-36773.84,1776.79,18545.55,-8557.1,251.56,-6941.91,-8305.54,-15247.44
771,2221.44,4951.94,6157.44,613.76,353.72,-343.44,-4434.67,-36651.03,1753.52,18503.64,-8602.88,254.3,-6873.69,-8348.58,-15222.27
772,2169.09,5063.15,6136.49,610.15,322.59,-311.23,-4468.87,-36737.83,1752.61,18605.14,-8619.78,251.43,-6858.7,-8368.35,-15227.05
773,2111.91,5093.19,6169.55,606.72,330.03,-319.65,-4387.66,-36789.23,1757.11,18605.96,-8564.41,252.22,-6822.08,-8312.19,-15134.27
774,2206.97,5084.94,6130.33,619.24,334.82,-319.41,-4437.91,-36883.87,1765.74,18508.87,-8443.12,250.24,-6990.29,-8192.88,-15183.16
775,2125.66,5061.69,6175.9,616.98,314.86,-340.69,-4435.45,-36909.01,1765.59,18548.71,-8408.83,249.91,-7075.77,-8158.93,-15234.69
776,2160.48,5104.28,6171.55,619.48,314.74,-329.98,-4412.08,-36951.09,1765.05,18542.64,-8454.39,254.13,-7014.92,-8200.26,-15215.18
777,2190.1,5031.54,6171.42,604.78,325.1,-330.09,-4406.62,-36743.01,1789.71,18526.9,-8583.31,251.46,-6840.19,-8331.84,-15172.03
778,2113.36,5064.73,6161.34,611.21,317.22,-319.08,-4374.79,-36821.74,1757.66,18548.38,-8573.24,250.82,-6941.72,-8322.42,-15264.14
779,2147.23,5049.49,6176.86,603.19,337.57,-325.2,-4402.11,-36650.91,1794.3,18530.74,-8611.12,252.04,-6738.85,-8359.08,-15097.92
780,2140.28,4965.7,6181.75,594.33,353.51,-325.96,-4466.0,-36619.75,1773.78,18506.31,-8635.1,252.41,-6896.05,-8382.69,-15278.74
781,2132.22,5117.8,6215.08,619.28,328.71,-318.3,-4412.23,-36922.78,1765.44,18596.24,-8429.95,248.46,-6878.53,-8181.49,-15060.02
782,2110.64,4998.64,6151.69,588.88,313.67,-343.5,-4464.78,-36711.98,1746.74,18489.36,-8525.51,251.34,-7120.64,-8274.17,-15394.81
783,2154.31,5088.52,6209.91,615.56,323.76,-330.97,-4427.58,-36632.49,1752.45,18416.94,-8595.27,246.65,-6829.61,-8348.62,-15178.23
784,2102.42,4989.07,6204.38,621.54,356.48,-329.88,-4397.48,-36742.44,1784.11,18573.27,-8586.35,253.1,-6838.54,-8333.26,-15171.79
785,2131.47,5054.38,6147.53,620.34,326.02,-343.26,-4385.34,-36666.34,1754.93,18567.99,-8651.71,251.98,-6792.28,-8399.73,-15192.01
786,2206.06,4960.12,6128.84,591.28,348.39,-300.81,-4431.4,-36541.86,1769.37,18507.03,-8779.96,249.49,-6762.97,-8530.46,-15293.43
787,2119.54,5075.6,6186.14,614.74,320.49,-319.59,-4458.65,-36691.66,1812.03,18558.95,-8657.53,249.38,-6782.42,-8408.15,-15190.57
788,2131.6,5027.68,6143.14,612.06,310.67,-340.9,-4403.35,-36818.8,1791.58,18579.52,-8602.65,247.9,-6966.81,-8354.74,-15321.55
789,2101.87,5014.69,6168.33,616.61,352.78,-335.03,-4421.8,-36728.16,1764.01,18642.65,-8626.68,250.45,-6824.05,-8376.23,-15200.28
790,2168.16,4993.28,6102.17,610.59,350.41,-317.97,-4378.14,-36755.96,1814.09,18606.28,-8614.38,247.11,-6807.11,-8367.27,-15174.37
791,2187.89,4982.51,6183.66,600.27,326.83,-317.68,-4451.6,-36695.34,1760.65,18595.59,-8622.79,250.59,-6827.23,-8372.2,-15199.43
792,2171.47,5116.13,6165.45,613.88,345.82,-321.95,-4403.0,-36803.57,1745.21,18429.05,-8463.21,253.58,-6941.51,-8209.63,-15151.14
793,2170.56,5139.6,6171.3,630.94,340.45,-318.71,-4458.23,-36928.39,1760.05,18548.9,-8400.43,248.85,-6943.55,-8151.58,-15095.12
794,2154.88,5124.01,6150.16,614.56,339.29,-360.54,-4378.38,-36974.8,1775.36,18544.91,-8408.71,251.17,-7010.55,-8157.54,-15168.09
795,2154.32,5064.73,6144.16,599.65,324.59,-330.04,-4472.74,-36904.89,1788.26,18492.83,-8422.89,248.04,-7139.13,-8174.85,-15313.98
796,2087.08,5089.21,6086.67,610.14,328.01,-329.54,-4406.74,-37184.41,1763.16,18629.6,-8197.47,251.39,-7326.82,-7946.08,-15272.89
797,2196.01,5073.6,6143.45,620.91,337.11,-337.72,-4427.87,-36910.54,1780.17,18572.85,-8433.32,250.9,-6952.04,-8182.42,-15134.46
798,2127.37,5014.14,6184.49,597.63,336.39,-345.64,-4467.45,-36770.84,1793.65,18639.93,-8588.4,252.68,-6890.32,-8335.72,-15226.04
799,2160.49,5021.43,6133.11,599.0,328.9,-346.12,-4390.81,-36882.08,1778.33,18557.29,-8488.28,250.92,-7040.45,-8237.36,-15277.81
800,2100.48,5044.06,6137.98,600.27,356.33,-348.64,-4403.45,-36691.56,1771.75,18507.26,-8551.39,252.22,-6925.51,-8299.17,-15224.68
801,2132.35,5069.14,6149.74,600.19,328.88,-336.53,-4425.43,-36957.02,1764.78,18568.87,-8390.91,252.52,-7105.04,-8138.39,-15243.43
802,2151.0,5086.01,6157.07,611.87,364.72,-328.99,-4366.85,-36753.22,1776.07,18529.48,-8553.28,255.09,-6772.85,-8298.18,-15071.04
803,2159.25,5063.85,6209.15,604.76,356.34,-352.36,-4441.23,-36698.85,1762.44,18495.54,-8523.97,254.84,-6841.11,-8269.13,-15110.24
804,2116.25,5064.49,6172.38,600.21,324.35,-331.24,-4410.1,-36684.09,1763.92,18500.15,-8568.09,251.97,-6883.68,-8316.12,-15199.8
805,2138.47,5081.25,6168.11,613.97,349.42,-358.93,-4437.02,-36934.54,1799.71,18570.29,-8325.11,250.06,-7009.27,-8075.05,-15084.32
806,2192.72,5046.55,6223.97,623.19,329.46,-341.1,-4404.79,-36965.84,1804.3,18520.17,-8347.2,249.15,-6971.37,-8098.04,-15069.41
807,2173.81,5003.09,6157.88,614.62,354.38,-312.01,-4386.64,-37106.22,1731.46,18531.81,-8251.59,247.68,-7237.84,-8003.91,-15241.75
808,2159.78,5058.55,6137.35,629.59,347.0,-315.83,-4482.52,-37029.96,1791.18,18650.12,-8390.65,248.87,-7054.73,-8141.78,-15196.51
809,2166.35,5107.98,6177.72,619.77,307.32,-352.27,-4470.77,-36909.3,1797.89,18471.95,-8356.75,249.53,-7083.36,-8107.21,-15190.58
810,2189.25,5017.33,6140.5,633.92,321.14,-318.38,-4409.29,-36672.83,1739.86,18568.87,-8674.39,250.32,-6789.63,-8424.06,-15213.69
811,2130.95,4976.68,6137.19,607.83,354.71,-327.08,-4481.77,-36683.96,1799.3,18669.62,-8655.92,248.16,-6816.54,-8407.76,-15224.3
812,2113.0,5104.7,6187.18,600.42,349.99,-335.17,-4413.38,-36874.25,1809.05,18637.79,-8522.94,249.52,-6820.66,-8273.41,-15094.08
813,2111.21,5174.68,6154.57,624.56,347.25,-334.87,-4433.6,-36982.26,1770.94,18521.97,-8354.91,248.93,-7045.56,-8105.98,-15151.54
814,2212.99,4981.44,6198.73,610.63,321.98,-360.97,-4440.05,-36955.24,1800.74,18471.36,-8351.24,248.36,-7158.4,-8102.88,-15261.28
815,2188.54,5119.87,6175.61,615.83,316.76,-342.13,-4415.01,-36939.97,1789.62,18588.71,-8451.88,250.23,-6902.17,-8201.65,-15103.83
816,2140.48,5004.74,6135.91,625.46,336.19,-365.72,-4411.6,-36832.81,1774.7,18668.67,-8613.15,253.95,-6923.99,-8359.2,-15283.19
817,2169.41,5115.65,6198.11,635.27,342.79,-352.61,-4491.42,-36764.05,1759.03,18426.75,-8447.9,254.36,-6961.07,-8193.54,-15154.61
818,2182.85,4965.71,6146.42,622.38,338.23,-341.65,-4411.27,-36860.11,1764.28,18541.13,-8503.07,250.83,-7052.02,-8252.25,-15304.27
819,2143.11,4948.25,6186.21,583.17,321.21,-337.42,-4457.68,-36849.89,1815.04,18565.36,-8490.19,247.52,-7082.63,-8242.67,-15325.3
820,2195.16,5127.39,6181.06,621.55,335.75,-349.79,-4414.39,-36928.8,1758.86,18568.55,-8426.11,250.08,-6904.65,-8176.04,-15080.69
821,2124.82,5020.55,6160.49,616.45,354.62,-344.64,-4489.3,-36894.57,1784.05,18556.09,-8378.68,250.0,-7111.43,-8128.68,-15240.11
